Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,sqr_Annual Income,sqrt_Annual Income,sqr_Tax Liens,sqrt_Tax Liens,sqr_Number of Open Accounts,sqrt_Number of Open Accounts,sqr_Years of Credit History,sqrt_Years of Credit History,sqr_Maximum Open Credit,sqrt_Maximum Open Credit,sqr_Number of Credit Problems,sqrt_Number of Credit Problems,sqr_Months since last delinquent,sqrt_Months since last delinquent,sqr_Bankruptcies,sqrt_Bankruptcies,sqr_Current Loan Amount,sqrt_Current Loan Amount,sqr_Current Credit Balance,sqrt_Current Credit Balance,sqr_Monthly Debt,sqrt_Monthly Debt,sqr_Credit Score,sqrt_Credit Score,Term_bin,Years in current job_1 year,Years in current job_10more years,Years in current job_2 years,Years in current job_3 years,Years in current job_4 years,Years in current job_5 years,Years in current job_6 years,Years in current job_7 years,Years in current job_8 years,Years in current job_9 years,Years in current job_less 1 year,Purpose_business loan,Purpose_buy a car,Purpose_buy house,Purpose_debt consolidation,Purpose_educational expenses,Purpose_home improvements,Purpose_major purchase,Purpose_medical bills,Purpose_moving,Purpose_other,Purpose_renewable energy,Purpose_small business,Purpose_take a trip,Purpose_vacation,Purpose_wedding,Term_Long Term,Term_Short Term,Id
Home Mortgage,2089582.0,10+ years,0.0,20.0,28.3,470492.0,0.0,57.0,0.0,debt consolidation,Long Term,769846.0,283613.0,35349.0,622.0,1,4366352934724.0,1445.538653928009,0.0,0.0,400.0,4.47213595499958,800.89,5.319774431308154,221362722064.0,685.9241940622885,0.0,0.0,3249.0,7.54983443527075,0.0,0.0,592662863716.0,877.4086847074173,80436333769.0,532.5532837191035,1249551801.0,188.01329740207206,386884.0,24.939927826679853,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6590
Home Mortgage,1366391.7201749957,10+ years,0.0,3.0,21.5,0.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,22396.0,0.0,17906.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,9.0,1.7320508075688772,462.25,4.636809247747852,0.0,0.0,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,501580816.0,149.65293181224348,0.0,0.0,320624836.0,133.81330277666717,1325002.427814051,33.927680408431776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6591
Home Mortgage,956460.0,10+ years,0.0,9.0,24.0,241384.0,1.0,47.0,1.0,debt consolidation,Short Term,221496.0,102562.0,10043.0,741.0,0,914815731600.0,977.9877299843797,0.0,0.0,81.0,3.0,576.0,4.898979485566356,58266235456.0,491.3084570816993,1.0,1.0,2209.0,6.855654600401044,1.0,1.0,49060478016.0,470.6336154589895,10518963844.0,320.25302496619764,100861849.0,100.21476937058729,549081.0,27.2213151776324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6592
Home Mortgage,1366391.7201749957,8 years,0.0,10.0,13.0,0.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,672078.0,19.0,8860.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,100.0,3.1622776601683795,169.0,3.605551275463989,0.0,0.0,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,451688838084.0,819.8036350248759,361.0,4.358898943540674,78499600.0,94.12757300600074,1325002.427814051,33.927680408431776,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6593
Home Mortgage,1366391.7201749957,6 years,0.0,12.0,19.4,190234.0,0.0,38.0,0.0,debt consolidation,Short Term,108548.0,70642.0,14104.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,144.0,3.4641016151377544,376.35999999999996,4.404543109109048,36188974756.0,436.1582281695486,0.0,0.0,1444.0,6.164414002968976,0.0,0.0,11782668304.0,329.4662349922978,4990292164.0,265.78562790339134,198922816.0,118.76026271442818,1325002.427814051,33.927680408431776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6594
Rent,1366391.7201749957,7 years,0.0,16.0,10.2,666996.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,256212.0,202198.0,6409.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,256.0,4.0,104.03999999999999,3.1937438845342623,444883664016.0,816.6982306825453,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,65644588944.0,506.1738831666446,40884031204.0,449.6643192426991,41075281.0,80.05623023850174,1325002.427814051,33.927680408431776,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6595
Home Mortgage,1134110.0,10+ years,0.0,21.0,15.7,921294.0,0.0,46.0,0.0,debt consolidation,Long Term,373934.0,648470.0,20887.0,713.0,1,1286205492100.0,1064.946008021064,0.0,0.0,441.0,4.58257569495584,246.48999999999998,3.96232255123179,848782634436.0,959.8406117684332,0.0,0.0,2116.0,6.782329983125268,0.0,0.0,139826636356.0,611.5014309059301,420513340900.0,805.2763500811383,436266769.0,144.52335451407154,508369.0,26.70205984563738,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6596
Rent,1009831.0,10+ years,0.0,17.0,22.5,1204368.0,0.0,14.0,0.0,debt consolidation,Short Term,232738.0,189297.0,13801.0,710.0,1,1019758648561.0,1004.9034779519872,0.0,0.0,289.0,4.123105625617661,506.25,4.743416490252569,1450502279424.0,1097.4370141379413,0.0,0.0,196.0,3.7416573867739413,0.0,0.0,54166976644.0,482.4292694271358,35833354209.0,435.08275074978553,190467601.0,117.47765745025733,504100.0,26.645825188948457,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6597
Home Mortgage,981882.0,10+ years,0.0,10.0,13.7,452804.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,279862.0,214301.0,23810.0,732.0,0,964092261924.0,990.8995912805697,0.0,0.0,100.0,3.1622776601683795,187.68999999999997,3.7013511046643495,205031462416.0,672.9071258353563,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,78322739044.0,529.0198483989046,45924918601.0,462.9265600502957,566916100.0,154.30489298787643,535824.0,27.055498516937366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6598
Own Home,1366391.7201749957,10+ years,0.0,4.0,8.2,54032.0,1.0,34.69260017548991,1.0,home improvements,Short Term,253396.0,36499.0,15546.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,16.0,2.0,67.24,2.8635642126552705,2919457024.0,232.44784361228218,1.0,1.0,1203.5765069364024,5.890042459565967,1.0,1.0,64209532816.0,503.3845448561169,1332177001.0,191.04711460788934,241678116.0,124.683599563054,1325002.427814051,33.927680408431776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6599
Rent,757796.0,9 years,0.0,8.0,20.7,258720.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,263230.0,204668.0,16608.0,7370.0,1,574254777616.0,870.5147902247268,0.0,0.0,64.0,2.8284271247461903,428.48999999999995,4.54972526643093,66936038400.0,508.6452594883786,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,69290032900.0,513.0594507462074,41888990224.0,452.40247567846046,275825664.0,128.8720295486961,54316900.0,85.84870412533901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6600
Home Mortgage,1599021.0,6 years,0.0,11.0,19.9,649440.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,435644.0,185098.0,26650.0,728.0,0,2556868158441.0,1264.5240211241542,0.0,0.0,121.0,3.3166247903554,396.00999999999993,4.460941604639093,421772313600.0,805.8784027382791,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,189785694736.0,660.033332491625,34261269604.0,430.23017095503656,710222500.0,163.24827717314508,529984.0,26.981475126464083,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6601
Home Mortgage,747308.0,10+ years,0.0,12.0,30.0,876744.0,0.0,48.0,0.0,debt consolidation,Short Term,346126.0,426303.0,11708.0,738.0,0,558469246864.0,864.4697796915749,0.0,0.0,144.0,3.4641016151377544,900.0,5.477225575051661,768680041536.0,936.3460898620766,0.0,0.0,2304.0,6.928203230275509,0.0,0.0,119803207876.0,588.3247402583032,181734247809.0,652.9188310961785,137077264.0,108.20351195779183,544644.0,27.16615541441225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6602
Rent,1198007.0,10+ years,0.0,10.0,12.2,331518.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,238414.0,276298.0,16572.0,727.0,0,1435220772049.0,1094.5350611104243,0.0,0.0,100.0,3.1622776601683795,148.83999999999997,3.492849839314596,109904184324.0,575.7759981103762,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,56841235396.0,488.27656097748536,76340584804.0,525.6405616007958,274631184.0,128.73228033403277,528529.0,26.962937525425527,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6603
Rent,7476880.0,1 year,0.0,12.0,13.4,1022010.0,0.0,26.0,0.0,debt consolidation,Short Term,99999999.0,521645.0,31777.0,732.0,0,55903734534400.0,2734.3884142528104,0.0,0.0,144.0,3.4641016151377544,179.56,3.6606010435446255,1044504440100.0,1010.945102367087,0.0,0.0,676.0,5.0990195135927845,0.0,0.0,9999999800000000.0,9999.99995,272113506025.0,722.2499567324321,1009777729.0,178.26104453862038,535824.0,27.055498516937366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6604
Home Mortgage,988380.0,10+ years,0.0,14.0,20.0,894432.0,0.0,29.0,0.0,debt consolidation,Short Term,99999999.0,605606.0,28663.0,742.0,0,976895024400.0,994.1730231705143,0.0,0.0,196.0,3.7416573867739413,400.0,4.47213595499958,800008602624.0,945.7441514490058,0.0,0.0,841.0,5.385164807134504,0.0,0.0,9999999800000000.0,9999.99995,366758627236.0,778.2069133591657,821567569.0,169.30150619530826,550564.0,27.23967694375247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6605
Home Mortgage,1191243.0,5 years,0.0,10.0,34.5,599984.0,0.0,44.0,0.0,debt consolidation,Short Term,215710.0,384484.0,31469.0,741.0,0,1419059885049.0,1091.4407908814844,0.0,0.0,100.0,3.1622776601683795,1190.25,5.873670062235365,359980800256.0,774.5863412170395,0.0,0.0,1936.0,6.6332495807108,0.0,0.0,46530804100.0,464.4459064304475,147827946256.0,620.067738235106,990297961.0,177.39503938949363,549081.0,27.2213151776324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6606
Rent,808317.0,10+ years,0.0,12.0,17.4,536580.0,0.0,6.0,0.0,debt consolidation,Short Term,99999999.0,340613.0,14482.0,736.0,0,653376372489.0,899.0645138142202,0.0,0.0,144.0,3.4641016151377544,302.75999999999993,4.171330722922842,287918096400.0,732.5162114247029,0.0,0.0,36.0,2.449489742783178,0.0,0.0,9999999800000000.0,9999.99995,116017215769.0,583.6205959354073,209728324.0,120.34118164618461,541696.0,27.129319932501073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6607
Home Mortgage,1097915.0,< 1 year,0.0,10.0,28.5,2515084.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,673992.0,997006.0,22151.0,741.0,0,1205417347225.0,1047.8143919607137,0.0,0.0,100.0,3.1622776601683795,812.25,5.338539126015656,6325647527056.0,1585.9016362940042,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,454265216064.0,820.9701578011225,994020964036.0,998.5018778149594,490666801.0,148.8321201891581,549081.0,27.2213151776324,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6608
Rent,1366391.7201749957,9 years,0.0,29.0,14.4,539044.0,0.0,45.0,0.0,debt consolidation,Long Term,445082.0,293759.0,16900.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,841.0,5.385164807134504,207.36,3.794733192202055,290568433936.0,734.1961590746713,0.0,0.0,2025.0,6.708203932499369,0.0,0.0,198097986724.0,667.1446619736981,86294350081.0,541.9953874342475,285610000.0,130.0,1325002.427814051,33.927680408431776,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6609
Rent,1525909.0,10+ years,0.0,6.0,6.9,323312.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,99999999.0,108623.0,9003.0,729.0,0,2328398276281.0,1235.2768920367612,0.0,0.0,36.0,2.449489742783178,47.61000000000001,2.6267851073127395,104530649344.0,568.6053112660837,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,9999999800000000.0,9999.99995,11798956129.0,329.58003580314147,81054009.0,94.88413987595608,531441.0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6610
Rent,670738.0,10+ years,0.0,10.0,18.3,411818.0,0.0,38.0,0.0,debt consolidation,Short Term,107866.0,220153.0,15203.0,7390.0,1,449889464644.0,818.9859583655876,0.0,0.0,100.0,3.1622776601683795,334.89000000000004,4.277849927241488,169594065124.0,641.7304730180732,0.0,0.0,1444.0,6.164414002968976,0.0,0.0,11635073956.0,328.42959671747,48467343409.0,469.20464618330453,231131209.0,123.30044606569759,54612100.0,85.96510920134982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6611
Rent,1362053.0,10+ years,0.0,8.0,44.5,667590.0,1.0,34.69260017548991,1.0,other,Short Term,135190.0,515432.0,22133.0,720.0,0,1855188374809.0,1167.0702635231523,0.0,0.0,64.0,2.8284271247461903,1980.25,6.670832032063167,445676408100.0,817.0618091674583,1.0,1.0,1203.5765069364024,5.890042459565967,1.0,1.0,18276336100.0,367.68192775821876,265670146624.0,717.9359302890474,489869689.0,148.77163708180402,518400.0,26.832815729997478,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6612
Rent,1366391.7201749957,1 year,0.0,16.0,18.3,1024958.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,677974.0,761254.0,24275.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,256.0,4.0,334.89000000000004,4.277849927241488,1050538901764.0,1012.402094031813,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,459648744676.0,823.3917658077472,579507652516.0,872.4987106007665,589275625.0,155.80436450882883,1325002.427814051,33.927680408431776,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6613
Own Home,1366391.7201749957,< 1 year,0.0,7.0,10.9,273966.0,0.0,34.69260017548991,0.0,business loan,Long Term,779394.0,129656.0,25322.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,49.0,2.6457513110645907,118.81,3.3015148038438356,75057369156.0,523.4176152939448,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,607455007236.0,882.8329400288596,16810678336.0,360.0777693776721,641203684.0,159.1288785858808,1325002.427814051,33.927680408431776,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6614
Rent,486343.0,3 years,0.0,12.0,11.7,444004.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,184096.0,285304.0,11064.0,737.0,1,236529513649.0,697.3829650916346,0.0,0.0,144.0,3.4641016151377544,136.89,3.420526275297414,197139552016.0,666.3362514526731,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,33891337216.0,429.0640977756121,81398372416.0,534.1385588028635,122412096.0,105.18555033843765,543169.0,27.147743920996454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6615
Rent,855171.0,10+ years,0.0,14.0,23.2,408870.0,0.0,6.0,0.0,other,Short Term,220044.0,76627.0,7554.0,706.0,0,731317439241.0,924.7545620325428,0.0,0.0,196.0,3.7416573867739413,538.24,4.8166378315169185,167174676900.0,639.4294331667882,0.0,0.0,36.0,2.449489742783178,0.0,0.0,48419361936.0,469.0884777949678,5871697129.0,276.8158232471547,57062916.0,86.91375035056306,498436.0,26.570660511172846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6616
Rent,1366391.7201749957,6 years,0.0,9.0,18.7,154396.0,1.0,21.0,1.0,debt consolidation,Short Term,79398.0,67602.0,11889.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,81.0,3.0,349.69,4.324349662087931,23838124816.0,392.93256418881856,1.0,1.0,441.0,4.58257569495584,1.0,1.0,6304042404.0,281.77650718255416,4570030404.0,260.0038461253987,141348321.0,109.03669107231748,1325002.427814051,33.927680408431776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6617
Home Mortgage,1726074.0,5 years,0.0,13.0,12.3,504196.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,474122.0,415435.0,31069.0,713.0,0,2979331453476.0,1313.8013548478325,0.0,0.0,169.0,3.605551275463989,151.29000000000002,3.5071355833500366,254213606416.0,710.067602415432,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,224791670884.0,688.5651748382284,172586239225.0,644.5424733871306,965282761.0,176.26400653565094,508369.0,26.70205984563738,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6618
Home Mortgage,1144788.0,2 years,2.0,11.0,28.6,463628.0,3.0,80.0,1.0,debt consolidation,Short Term,265100.0,227829.0,15264.0,711.0,0,1310539564944.0,1069.9476622713842,4.0,1.4142135623730951,121.0,3.3166247903554,817.96,5.347896782848375,214950922384.0,680.9023424838543,9.0,1.7320508075688772,6400.0,8.94427190999916,1.0,1.0,70278010000.0,514.87862647424,51906053241.0,477.3143618203835,232989696.0,123.54756169184401,505521.0,26.664583251946766,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6619
Home Mortgage,1366391.7201749957,3 years,0.0,4.0,8.3,44836.0,0.0,34.69260017548991,0.0,home improvements,Short Term,39226.0,33117.0,8502.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,16.0,2.0,68.89000000000001,2.8809720581775866,2010266896.0,211.74512981412346,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,1538679076.0,198.05554776375237,1096735689.0,181.98076821466603,72284004.0,92.2062904578641,1325002.427814051,33.927680408431776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6620
Home Mortgage,1472215.0,10+ years,0.0,15.0,15.1,749232.0,0.0,76.0,0.0,debt consolidation,Long Term,99999999.0,449065.0,28954.0,718.0,0,2167417006225.0,1213.3486720642175,0.0,0.0,225.0,3.872983346207417,228.01,3.8858718455450894,561348589824.0,865.581885207864,0.0,0.0,5776.0,8.717797887081348,0.0,0.0,9999999800000000.0,9999.99995,201659374225.0,670.123123015465,838334116.0,170.1587494077222,515524.0,26.795522013948524,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6621
Home Mortgage,2014304.0,9 years,0.0,10.0,17.0,326414.0,0.0,26.0,0.0,debt consolidation,Long Term,466246.0,210311.0,16669.0,709.0,0,4057420604416.0,1419.2617799405436,0.0,0.0,100.0,3.1622776601683795,289.0,4.123105625617661,106546099396.0,571.3265266027826,0.0,0.0,676.0,5.0990195135927845,0.0,0.0,217385332516.0,682.8220851729973,44230716721.0,458.5967727753871,277855561.0,129.10848151845022,502681.0,26.627053911388696,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6622
Home Mortgage,953230.0,4 years,0.0,10.0,20.2,353408.0,0.0,50.0,0.0,debt consolidation,Short Term,258280.0,246924.0,14775.0,735.0,0,908647432900.0,976.3349834969553,0.0,0.0,100.0,3.1622776601683795,408.03999999999996,4.494441010848846,124897214464.0,594.4812865010975,0.0,0.0,2500.0,7.0710678118654755,0.0,0.0,66708558400.0,508.21255395749523,60971461776.0,496.9144795636368,218300625.0,121.55245781143218,540225.0,27.110883423451916,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6623
Home Mortgage,1817977.0,10+ years,0.0,4.0,10.7,85052.0,0.0,5.0,0.0,debt consolidation,Short Term,161238.0,35340.0,17725.0,702.0,0,3305040372529.0,1348.3237741729542,0.0,0.0,16.0,2.0,114.48999999999998,3.271085446759225,7233842704.0,291.63676037152794,0.0,0.0,25.0,2.23606797749979,0.0,0.0,25997692644.0,401.5445180798762,1248915600.0,187.98936140111758,314175625.0,133.13526955694348,492804.0,26.49528259898354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6624
Home Mortgage,1366391.7201749957,10+ years,0.0,23.0,22.6,1781010.0,0.0,37.0,0.0,other,Short Term,132770.0,275329.0,23393.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,529.0,4.795831523312719,510.76000000000005,4.753945729601885,3171996620100.0,1334.5448662371753,0.0,0.0,1369.0,6.082762530298219,0.0,0.0,17627872900.0,364.3761792433748,75806058241.0,524.7180195114324,547232449.0,152.9477034806342,1325002.427814051,33.927680408431776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6625
Rent,507870.0,4 years,0.0,4.0,16.7,121924.0,0.0,34.69260017548991,0.0,other,Long Term,196020.0,89395.0,2387.0,731.0,1,257931936900.0,712.6499842138495,0.0,0.0,16.0,2.0,278.89,4.08656334834051,14865461776.0,349.1761732993819,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,38423840400.0,442.74145954495833,7991466025.0,298.98996638683377,5697769.0,48.85693400122443,534361.0,27.03701166919155,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6626
Rent,1957703.0,3 years,0.0,6.0,26.0,64768.0,1.0,34.69260017548991,1.0,debt consolidation,Long Term,625526.0,57.0,31812.0,649.0,0,3832601036209.0,1399.1794023641144,0.0,0.0,36.0,2.449489742783178,676.0,5.0990195135927845,4194893824.0,254.49557952938986,1.0,1.0,1203.5765069364024,5.890042459565967,1.0,1.0,391282776676.0,790.9020166872758,3249.0,7.54983443527075,1012003344.0,178.35918815693236,421201.0,25.475478405713993,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6627
Rent,1245222.0,9 years,0.0,5.0,13.7,393052.0,0.0,34.69260017548991,0.0,other,Short Term,218460.0,320093.0,9983.0,680.0,0,1550577829284.0,1115.8951563655073,0.0,0.0,25.0,2.23606797749979,187.68999999999997,3.7013511046643495,154489874704.0,626.9385934842422,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,47724771600.0,467.39704748746544,102459528649.0,565.7676201409904,99660289.0,99.91496384426108,462400.0,26.076809620810597,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6628
Rent,819242.0,2 years,0.0,13.0,12.9,287452.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,23606.0,129599.0,15634.0,726.0,1,671157454564.0,905.119881562658,0.0,0.0,169.0,3.605551275463989,166.41,3.591656999213594,82628652304.0,536.1455026389758,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,557243236.0,153.64244205296922,16795900801.0,359.99861110843193,244421956.0,125.03599481749245,527076.0,26.94438717061496,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6629
Home Mortgage,677312.0,10+ years,0.0,5.0,14.0,344960.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,179256.0,277647.0,6209.0,7020.0,1,458751545344.0,822.9896718671505,0.0,0.0,25.0,2.23606797749979,196.0,3.7416573867739413,118997401600.0,587.3329549752849,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,32132713536.0,423.3863483864353,77087856609.0,526.9221953951077,38551681.0,78.79720807236764,49280400.0,83.78544026261365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6630
Rent,1871937.0,5 years,0.0,9.0,18.5,677182.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,782100.0,552672.0,26519.0,6170.0,1,3504148131969.0,1368.1874871522543,0.0,0.0,81.0,3.0,342.25,4.301162633521313,458575461124.0,822.910687741993,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,611680410000.0,884.3641783790205,305446339584.0,743.4191280832099,703257361.0,162.84655354044187,38068900.0,78.54934754662193,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6631
Rent,753996.0,10+ years,0.0,5.0,25.3,168102.0,0.0,43.0,0.0,debt consolidation,Short Term,104764.0,82745.0,5712.0,727.0,1,568509968016.0,868.3294305734431,0.0,0.0,25.0,2.23606797749979,640.09,5.029910535983717,28258282404.0,410.0024390171356,0.0,0.0,1849.0,6.557438524302,0.0,0.0,10975495696.0,323.6726741632664,6846735025.0,287.65430641657355,32626944.0,75.57777451076474,528529.0,26.962937525425527,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6632
Rent,289997.0,2 years,0.0,4.0,4.7,80894.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,44770.0,6156.0,715.0,724.0,0,84098260009.0,538.513695276174,0.0,0.0,16.0,2.0,22.090000000000003,2.16794833886788,6543839236.0,284.4187054326772,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,2004352900.0,211.5892246783848,37896336.0,78.46018098373213,511225.0,26.739483914241877,524176.0,26.90724809414742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6633
